,measure_id,measure_name,location_id,location_name,cause_id,cause_name,metric_id,metric_name,year,GBD_val,upper,lower,WBLocation,Country Code,GDP_value,Lvl1_category
7382,1,Deaths,44575,World Bank High Income,688,Transport injuries,3,Rate,2017,11.103273822057456,11.460188984748552,10.687995514771297,High income,HIC,41539.849180000005,Injuries
14942,1,Deaths,44577,World Bank Lower Middle Income,688,Transport injuries,3,Rate,2017,17.94029411896055,18.73342637938181,16.902797596601427,Lower middle income,LMC,2188.37893,Injuries
16286,1,Deaths,44576,World Bank Upper Middle Income,688,Transport injuries,3,Rate,2017,19.33187419738709,19.870775097984616,18.695360579686906,Middle income,MIC,4991.833589,Injuries
17798,1,Deaths,44578,World Bank Low Income,688,Transport injuries,3,Rate,2017,19.21064349950634,20.98110282197884,17.613936821128572,Low income,LIC,745.9429763999999,Injuries
41486,1,Deaths,44575,World Bank High Income,696,Unintentional injuries,3,Rate,2017,22.74365770877256,23.3694877942114,22.32284114751061,High income,HIC,41539.849180000005,Injuries
49046,1,Deaths,44577,World Bank Lower Middle Income,696,Unintentional injuries,3,Rate,2017,26.16045070483609,27.65487818802401,24.10152296380024,Lower middle income,LMC,2188.37893,Injuries
50390,1,Deaths,44576,World Bank Upper Middle Income,696,Unintentional injuries,3,Rate,2017,21.391745007924552,22.251093344927746,19.63022061247865,Middle income,MIC,4991.833589,Injuries
51902,1,Deaths,44578,World Bank Low Income,696,Unintentional injuries,3,Rate,2017,22.145856048302527,23.64590626913021,20.505744657341157,Low income,LIC,745.9429763999999,Injuries
75590,1,Deaths,44575,World Bank High Income,526,Digestive diseases,3,Rate,2017,38.26678620630421,39.22630354367742,37.17367141882541,High income,HIC,41539.849180000005,Non-communicable diseases
83150,1,Deaths,44577,World Bank Lower Middle Income,526,Digestive diseases,3,Rate,2017,33.387317247125395,36.096634728765935,31.33938298949355,Lower middle income,LMC,2188.37893,Non-communicable diseases
84494,1,Deaths,44576,World Bank Upper Middle Income,526,Digestive diseases,3,Rate,2017,26.44164620173729,28.970430374070702,25.57783412191793,Middle income,MIC,4991.833589,Non-communicable diseases
86006,1,Deaths,44578,World Bank Low Income,526,Digestive diseases,3,Rate,2017,26.62004178316088,28.84406945530666,24.54945112370327,Low income,LIC,745.9429763999999,Non-communicable diseases
109694,1,Deaths,44575,World Bank High Income,542,Neurological disorders,3,Rate,2017,105.49158956834732,107.1803291025723,103.28603056222795,High income,HIC,41539.849180000005,Non-communicable diseases
117254,1,Deaths,44577,World Bank Lower Middle Income,542,Neurological disorders,3,Rate,2017,20.41835029127944,21.36646797780854,19.514083150206908,Lower middle income,LMC,2188.37893,Non-communicable diseases
118598,1,Deaths,44576,World Bank Upper Middle Income,542,Neurological disorders,3,Rate,2017,41.556095170681374,42.37728122779104,40.738691888440925,Middle income,MIC,4991.833589,Non-communicable diseases
120110,1,Deaths,44578,World Bank Low Income,542,Neurological disorders,3,Rate,2017,14.29005528220655,15.593427476405143,12.687664064629885,Low income,LIC,745.9429763999999,Non-communicable diseases
143798,1,Deaths,44575,World Bank High Income,558,Mental disorders,3,Rate,2017,0.01789765885827313,0.01950581010192591,0.015788350470146255,High income,HIC,41539.849180000005,Non-communicable diseases
151358,1,Deaths,44577,World Bank Lower Middle Income,558,Mental disorders,3,Rate,2017,0.0009546518675451203,0.0017067459544378256,0.000479397070369978,Lower middle income,LMC,2188.37893,Non-communicable diseases
152702,1,Deaths,44576,World Bank Upper Middle Income,558,Mental disorders,3,Rate,2017,0.0030571310175230865,0.0034269575591501828,0.0026760137302850235,Middle income,MIC,4991.833589,Non-communicable diseases
154214,1,Deaths,44578,World Bank Low Income,558,Mental disorders,3,Rate,2017,0.00034982018073412367,0.000816488440278628,0.0002171043073744169,Low income,LIC,745.9429763999999,Non-communicable diseases
177902,1,Deaths,44575,World Bank High Income,973,Substance use disorders,3,Rate,2017,10.937664717651801,11.223333267661886,10.657911993621266,High income,HIC,41539.849180000005,Non-communicable diseases
185462,1,Deaths,44577,World Bank Lower Middle Income,973,Substance use disorders,3,Rate,2017,2.644127195885771,2.8341447395991097,2.3698956677493843,Lower middle income,LMC,2188.37893,Non-communicable diseases
186806,1,Deaths,44576,World Bank Upper Middle Income,973,Substance use disorders,3,Rate,2017,4.839581640057396,4.998464977144177,4.581397695369714,Middle income,MIC,4991.833589,Non-communicable diseases
188318,1,Deaths,44578,World Bank Low Income,973,Substance use disorders,3,Rate,2017,1.5769306798646383,1.7779762252859708,1.408162168525202,Low income,LIC,745.9429763999999,Non-communicable diseases
212006,1,Deaths,44575,World Bank High Income,974,Diabetes and kidney diseases,3,Rate,2017,39.921778657171004,40.69148881143841,39.253488093195465,High income,HIC,41539.849180000005,Non-communicable diseases
